NRScode,Station,Latitude,Longitude,SampleDateLocal,Year,Month,Day,Time_24hr,SampleDateUTC,Centric diatom,Ciliate,Cyanobacteria,Dinoflagellate,Flagellate,Foraminifera,Pennate diatom,Radiozoa,Silicoflagellate
NRSROT20190306,Rottnest Island,-32,115.41667,2019-03-06T10:24:00Z,2019,3,6,10:24:00,2019-03-06T02:24:00Z,12717508.947449,17941567.0615986,0,14901309.367619,23597543.9342404,0,2323547.95918367,0,333927.508503401
NRSPHB20190227,Port Hacking,-34.11923,151.22667,2019-02-28T10:35:00Z,2019,2,28,10:35:00,2019-02-27T23:35:00Z,96028472.5717516,0,0,10703544.1049708,4162377.10160819,0,21929.8245614035,0,0
NRSROT20190221,Rottnest Island,-32,115.41667,2019-02-21T09:30:00Z,2019,2,21,09:30:00,2019-02-21T01:30:00Z,27440265.2391304,2909951.09330842,0,2043119.14841927,3877188.74547101,0,2066402.7173913,0,0
NRSDAR20190214_0630,Darwin,-12.4,130.76805,2019-02-14T16:00:00Z,2019,2,14,16:00:00,2019-02-14T06:30:00Z,0,0,0,0,0,0,0,0,0
NRSDAR20190214_0330,Darwin,-12.4,130.76805,2019-02-14T13:00:00Z,2019,2,14,13:00:00,2019-02-14T03:30:00Z,0,0,0,0,0,0,0,0,0
NRSDAR20190214_0030,Darwin,-12.4,130.76805,2019-02-14T10:00:00Z,2019,2,14,10:00:00,2019-02-14T00:30:00Z,0,0,0,0,0,0,0,0,0
NRSDAR20190213_2130,Darwin,-12.4,130.76805,2019-02-14T07:00:00Z,2019,2,14,07:00:00,2019-02-13T21:30:00Z,21826254.4375,392698.75,0,0,0,0,375000,0,102265.299479167
NRSYON20190213,Yongala,-19.30847,147.61842,2019-02-13T10:26:00Z,2019,2,13,10:26:00,2019-02-13T00:26:00Z,901824530.851715,31853963.0615593,107153565.65507,104920037.013323,37378349.6449818,1240203.30619294,75796083.784604,0,0
NRSROT20190125,Rottnest Island,-32,115.41667,2019-01-25T09:35:00Z,2019,1,25,09:35:00,2019-01-25T01:35:00Z,4259932.14853671,3412739.13690476,779164.186507937,12697334.3830952,7791641.86507937,0,3020252.41174603,0,0
NRSYON20190124,Yongala,-19.30847,147.61842,2019-01-24T11:12:00Z,2019,1,24,11:12:00,2019-01-24T01:12:00Z,614705550.945192,17638749.0617628,3213584.77083333,19102693.0813675,13817178.2407407,0,5301202.18205128,0,0
NRSPHB20190121,Port Hacking,-34.11923,151.22667,2019-01-22T09:43:00Z,2019,1,22,09:43:00,2019-01-21T22:43:00Z,751036359.375,67319785.7142857,0,836370603.285898,18577671.6346154,0,13807142.8571429,0,0
NRSNSI20190118,North Stradbroke,-27.345,153.562,2019-01-18T10:40:00Z,2019,1,18,10:40:00,2019-01-18T00:40:00Z,3698952361.72301,10707532.3790048,9757238.8803681,81656016.6859236,2810727.24948875,0,2955436.26448534,0,0
NRSMAI20190106,Maria Island,-42.59667,148.23333,2019-01-07T08:50:00Z,2019,1,7,08:50:00,2019-01-06T21:50:00Z,32266815.115285,34108074.4274266,0,2724901192.04478,4408535.18998273,0,7995664.24870466,0,169559.045768567
NRSPHB20181218,Port Hacking,-34.11923,151.22667,2018-12-19T09:40:00Z,2018,12,19,09:40:00,2018-12-18T22:40:00Z,2216976702.51302,190450821.609028,0,332665583.091667,17962331.712963,0,240570520.833333,0,0
NRSYON20181213,Yongala,-19.30847,147.61842,2018-12-13T10:30:00Z,2018,12,13,10:30:00,2018-12-13T00:30:00Z,300337665.417788,37201044.005812,0,11677800.202735,8323870.94017094,0,601831.891025641,0,0
NRSROT20181211,Rottnest Island,-32,115.41667,2018-12-11T09:24:00Z,2018,12,11,09:24:00,2018-12-11T01:24:00Z,15186622.3737245,0,0,1495928.45259354,3739988.0952381,0,1632653.06122449,0,0
NRSMAI20181204,Maria Island,-42.59667,148.23333,2018-12-05T09:10:00Z,2018,12,5,09:10:00,2018-12-04T22:10:00Z,1058765278.73826,306403324.306296,0,3291309613.60244,40508308.9017235,0,644833.714140645,0,0
NRSKAI20181204,Kangaroo Island,-35.83217,136.44733,2018-12-04T15:39:00Z,2018,12,4,15:39:00,2018-12-04T05:09:00Z,0,6239644.26040609,0,943540.143824027,2126287.64805415,0,0,0,103822.639065144
NRSROT20181130,Rottnest Island,-32,115.41667,2018-11-30T09:33:00Z,2018,11,30,09:33:00,2018-11-30T01:33:00Z,49595336.7996732,4508520.44892157,1122656.42647059,6395249.26271856,4684151.75653595,0,554901.960784314,0,0
NRSYON20181123,Yongala,-19.30847,147.61842,2018-11-23T10:05:00Z,2018,11,23,10:05:00,2018-11-23T00:05:00Z,70177795.3669508,4452357.60547138,1611492.87045455,12183974.5505051,14379120.8964646,0,3172979.7979798,0,0
NRSPHB20181120,Port Hacking,-34.11923,151.22667,2018-11-21T09:24:00Z,2018,11,21,09:24:00,2018-11-20T22:24:00Z,165829257.969527,4818889.06894693,0,3916476979.82421,11754912.831675,0,168006785.903814,0,15466990.5679934
NRSNSI20181115,North Stradbroke,-27.345,153.562,2018-11-15T10:40:00Z,2018,11,15,10:40:00,2018-11-15T00:40:00Z,2408314501.69601,16505111.7818019,0,849556.732394366,7436079.61658842,0,7427900.73775989,0,0
NRSDAR20181030,Darwin,-12.4,130.76805,2018-10-31T08:26:00Z,2018,10,31,08:26:00,2018-10-30T22:56:00Z,322450466.822196,1357735.03989362,609100.82712766,501317.553191489,0,0,96603118.3510638,0,217585.743572695
NRSROT20181024,Rottnest Island,-32,115.41667,2018-10-24T09:18:00Z,2018,10,24,09:18:00,2018-10-24T01:18:00Z,12678088.8050702,400713.010204082,0,2873379.42517007,12221746.8112245,0,173469.387755102,0,0
NRSNSI20181023,North Stradbroke,-27.345,153.562,2018-10-23T10:30:00Z,2018,10,23,10:30:00,2018-10-23T00:30:00Z,163176787.100592,5037826.66625575,0,23695548.4306788,1807292.07758054,0,1478585.89127219,0,0
NRSMAI20181018,Maria Island,-42.59667,148.23333,2018-10-19T08:45:00Z,2018,10,19,08:45:00,2018-10-18T21:45:00Z,1802286425.13929,11668762.8571429,0,3128318328.11175,24050201.223545,0,6519604.76190476,0,0
NRSYON20181011,Yongala,-19.30847,147.61842,2018-10-11T10:54:00Z,2018,10,11,10:54:00,2018-10-11T00:54:00Z,1043314278.83637,6579239.95094444,1469557.26225,10607477.5897076,8164000.32894737,0,76677092.3,0,0
NRSYON20180927,Yongala,-19.30847,147.61842,2018-09-27T10:52:00Z,2018,9,27,10:52:00,2018-09-27T00:52:00Z,448819905.265303,12463195.6093106,0,2513002.10395189,1619376.28865979,0,901479.542525773,0,0
NRSPHB20180927,Port Hacking,-34.11923,151.22667,2018-09-27T10:43:00Z,2018,9,27,10:43:00,2018-09-27T00:43:00Z,5963891.37257813,4013027.796125,0,1316451559.441,17049670.7291667,0,1070000,0,0
NRSROT20180921,Rottnest Island,-32,115.41667,2018-09-21T09:27:00Z,2018,9,21,09:27:00,2018-09-21T01:27:00Z,567031827.459421,4784128.28887521,0,12789276.1869869,24724642.1610222,0,4347326.64691092,0,806031.917077176
NRSMAI20180919,Maria Island,-42.59667,148.23333,2018-09-20T09:50:00Z,2018,9,20,09:50:00,2018-09-19T23:50:00Z,479326071.527019,32399323.7415591,0,27762254.7480967,29572646.6815624,0,126549415.206058,0,0
NRSNSI20180913,North Stradbroke,-27.345,153.562,2018-09-13T10:20:00Z,2018,9,13,10:20:00,2018-09-13T00:20:00Z,80418684.3415296,502675.068355263,376680.774671053,17776604.3415789,2583544.40789474,0,178947.368421053,0,0
NRSPHB20180905,Port Hacking,-34.11923,151.22667,2018-09-05T10:50:00Z,2018,9,5,10:50:00,2018-09-05T00:50:00Z,2850546658.11282,4195499.46581197,0,46680805.2564103,24837356.8376068,0,1641025.64102564,0,0
NRSROT20180831,Rottnest Island,-32,115.41667,2018-08-31T10:07:00Z,2018,8,31,10:07:00,2018-08-31T02:07:00Z,398443274.823402,2550168.04835924,1302213.47150259,3243528.89831606,12886487.4784111,0,25481451.6889573,0,741820.825237478
NRSKAI20180820,Kangaroo Island,-35.83217,136.44733,2018-08-21T08:00:00Z,2018,8,21,08:00:00,2018-08-20T22:30:00Z,100497513.439543,2908434.74215686,0,17015277.5053105,6320396.54820261,0,842618.230392157,0,802080.780228758
NRSYON20180817,Yongala,-19.30847,147.61842,2018-08-17T10:23:00Z,2018,8,17,10:23:00,2018-08-17T00:23:00Z,560245077.645988,163102761.908827,0,7115274.71432099,16071559.9537037,0,8552743.87407407,0,0
NRSNSI20180817,North Stradbroke,-27.345,153.562,2018-08-17T10:20:00Z,2018,8,17,10:20:00,2018-08-17T00:20:00Z,2047202489.06298,0,0,507243066.239657,7431550.0498008,0,25637833.2822556,0,0
NRSDAR20180731_0630,Darwin,-12.4,130.76805,2018-07-31T16:00:00Z,2018,7,31,16:00:00,2018-07-31T06:30:00Z,451242005.49268,41258264.56665,1572367.36736737,43816637.3039706,0,0,26342739.8798799,0,2047353.34292626
NRSDAR20180731_0330,Darwin,-12.4,130.76805,2018-07-31T13:00:00Z,2018,7,31,13:00:00,2018-07-31T03:30:00Z,0,0,0,0,0,0,0,0,0
NRSDAR20180731_0030,Darwin,-12.4,130.76805,2018-07-31T10:00:00Z,2018,7,31,10:00:00,2018-07-31T00:30:00Z,0,0,0,0,0,0,0,0,0
NRSDAR20180730_2130,Darwin,-12.4,130.76805,2018-07-31T07:03:00Z,2018,7,31,07:03:00,2018-07-30T21:33:00Z,0,0,0,0,0,0,0,0,0
NRSROT20180727,Rottnest Island,-32,115.41667,2018-07-27T09:33:00Z,2018,7,27,09:33:00,2018-07-27T01:33:00Z,556246277.384333,11854606.6055833,0,50219318.4668095,48432845.8333333,314159,60864575.47675,0,4090611.97916667
NRSPHB20180724,Port Hacking,-34.11923,151.22667,2018-07-25T09:33:00Z,2018,7,25,09:33:00,2018-07-24T23:33:00Z,621700532.320176,717651.224415205,0,16256093.1534503,5649350.43859649,0,19100433.3333333,0,861181.469298246
NRSYON20180720,Yongala,-19.30847,147.61842,2018-07-20T10:56:00Z,2018,7,20,10:56:00,2018-07-20T00:56:00Z,390809216.422741,12042120.5258503,0,4342463.40198781,19610651.8630179,0,20182108.5655977,0,834818.771258504
NRSROT20180719,Rottnest Island,-32,115.41667,2018-07-19T09:35:00Z,2018,7,19,09:35:00,2018-07-19T01:35:00Z,382327888.769954,9389146.76395598,0,5564813.20450886,39979529.2091609,0,39288995.5273752,0,1053941.89479334
NRSNSI20180718,North Stradbroke,-27.345,153.562,2018-07-18T10:20:00Z,2018,7,18,10:20:00,2018-07-18T00:20:00Z,1098887325.46338,0,0,13936177.8619529,28824352.6936027,0,23319386.3636364,0,0
NRSMAI20180711,Maria Island,-42.59667,148.23333,2018-07-12T08:40:00Z,2018,7,12,08:40:00,2018-07-11T22:40:00Z,24693290.09875,6659635.30170455,0,17616751.5240909,12853367.8364249,0,1865835.54730114,0,676923.395284091
NRSMAI20180627,Maria Island,-42.59667,148.23333,2018-06-28T09:00:00Z,2018,6,28,09:00:00,2018-06-27T23:00:00Z,51400999.9209239,21093518.1207767,0,15617714.6567935,23268764.4748264,0,5211004.57965353,14228.2155797101,569669.295380435
NRSPHB20180626,Port Hacking,-34.11923,151.22667,2018-06-27T09:41:00Z,2018,6,27,09:41:00,2018-06-26T23:41:00Z,42243339.5105188,3780464.66575168,1919553.35680161,6017233.65015506,37869789.2504296,0,10314600.620233,0,2742846.0173777
NRSYON20180621,Yongala,-19.30847,147.61842,2018-06-21T11:30:00Z,2018,6,21,11:30:00,2018-06-21T01:30:00Z,298007974.743687,77062506.3318462,2632976.80415264,7931897.71492705,9024137.94191919,0,9909764.30976431,0,0
NRSROT20180620,Rottnest Island,-32,115.41667,2018-06-20T09:56:00Z,2018,6,20,09:56:00,2018-06-20T01:56:00Z,681393730.876259,5263688.01437729,0,37547178.945055,73217459.2490842,0,25888461.5384615,0,1348553.39972527
NRSMAI20180605,Maria Island,-42.59667,148.23333,2018-06-06T09:30:00Z,2018,6,6,09:30:00,2018-06-05T23:30:00Z,47055379.448718,4296191.45299145,0,15654247.6068376,22320057.1581197,0,302564.102564103,0,134383.526089744
NRSYON20180602,Yongala,-19.30847,147.61842,2018-06-03T09:10:00Z,2018,6,3,09:10:00,2018-06-02T23:10:00Z,574199265.457945,45649068.3695934,26444360.2693603,67985260.2859893,13462583.4098561,0,29532660.5460859,0,0
NRSNSI20180530,North Stradbroke,-27.345,153.562,2018-05-30T10:20:00Z,2018,5,30,10:20:00,2018-05-30T00:20:00Z,698639978.878,4603476.54666667,1145109.555,4527008.90590626,3697913.22916667,0,9977408,0,0
NRSPHB20180528,Port Hacking,-34.11923,151.22667,2018-05-29T09:50:00Z,2018,5,29,09:50:00,2018-05-28T23:50:00Z,259719477.296238,25489198.9623786,0,3596581.70122977,9137299.26456311,0,1111074.58695388,0,0
NRSKAI20180515,Kangaroo Island,-35.83217,136.44733,2018-05-16T08:15:00Z,2018,5,16,08:15:00,2018-05-15T22:45:00Z,55121475.7233007,4416208.16498317,0,22606847.2623317,4726929.39814815,0,281114.076136364,0,723087.97611532
NRSROT20180511,Rottnest Island,-32,115.41667,2018-05-11T09:21:00Z,2018,5,11,09:21:00,2018-05-11T01:21:00Z,485008735.598416,4746814.31749132,0,3926987.5,33491885.5794271,0,43948901.577691,54541.4930555556,426105.414496528
NRSDAR20180509,Darwin,-12.4,130.76805,2018-05-10T07:02:00Z,2018,5,10,07:02:00,2018-05-09T21:32:00Z,273299649.538629,15403044.8733218,1818049.76851852,16826050.6076389,0,290887.962962963,13821180.5555556,0,568140.552662037
NRSYON20180425,Yongala,-19.30847,147.61842,2018-04-26T09:48:00Z,2018,4,26,09:48:00,2018-04-25T23:48:00Z,136277786.392538,200356.505102041,0,1009796.78571429,3706595.34438776,0,4074283.80102041,0,0
NRSMAI20180418,Maria Island,-42.59667,148.23333,2018-04-19T09:30:00Z,2018,4,19,09:30:00,2018-04-18T23:30:00Z,651698780.457554,22080408.8586735,0,707065926.48021,42887099.2002937,0,2757047.78016582,71237.8684807256,556545.847505669
NRSNSI20180417,North Stradbroke,-27.345,153.562,2018-04-17T10:15:00Z,2018,4,17,10:15:00,2018-04-17T00:15:00Z,76588528.0859375,0,272707.465277778,859573.930555556,1261272.02690972,0,169270.833333333,0,106526.353624132
NRSYON20180329,Yongala,-19.30847,147.61842,2018-03-29T10:27:00Z,2018,3,29,10:27:00,2018-03-29T00:27:00Z,279069095.980442,8242800.19090136,2403576.81345663,2317056.1960034,3005347.57653061,0,4121568.39923469,0,104352.346407313
NRSROT20180328,Rottnest Island,-32,115.41667,2018-03-28T09:23:00Z,2018,3,28,09:23:00,2018-03-28T01:23:00Z,712932500.79738,3650361.95195578,1894971.8252551,8867778.91581633,37607361.2443311,0,494387.755102041,0,208704.692814626
NRSPHB20180326,Port Hacking,-34.11923,151.22667,2018-03-27T09:40:00Z,2018,3,27,09:40:00,2018-03-26T22:40:00Z,261199712.024792,5624842.36222222,5152992.9975,4319162.65166667,2192568.02083333,0,960000,0,0
NRSNSI20180320,North Stradbroke,-27.345,153.562,2018-03-20T10:40:00Z,2018,3,20,10:40:00,2018-03-20T00:40:00Z,90042121.5500486,993831.870545837,36445420.7252187,29600860.8794947,3243867.22546161,0,400874.635568513,0,0
NRSMAI20180315,Maria Island,-42.59667,148.23333,2018-03-16T08:45:00Z,2018,3,16,08:45:00,2018-03-15T21:45:00Z,23144947.2647825,22337372.2312091,0,20835410.5220433,12384127.246732,0,1080882.35294118,0,0
NRSKAI20180307,Kangaroo Island,-35.83217,136.44733,2018-03-07T12:20:00Z,2018,3,7,12:20:00,2018-03-07T01:50:00Z,208307106.478993,8068000.18206944,0,19166442.3379343,18682940.530303,0,810555.610166667,0,136353.732638889
NRSNSI20180302,North Stradbroke,-27.345,153.562,2018-03-02T10:25:00Z,2018,3,2,10:25:00,2018-03-02T00:25:00Z,35720934.0478957,1144960.23738484,1726295.81155779,2608387.97864322,4768954.66917923,0,108040.201005025,0,0
NRSMAI20180301,Maria Island,-42.59667,148.23333,2018-03-02T09:30:00Z,2018,3,2,09:30:00,2018-03-01T22:30:00Z,1444428983.12063,26179916.6666667,0,402123.52,17409644.5833333,0,2.4e+07,0,0
NRSPHB20180221,Port Hacking,-34.11923,151.22667,2018-02-22T09:18:00Z,2018,2,22,09:18:00,2018-02-21T22:18:00Z,33448110.9706991,17378340.0154532,8725165.70629296,17222059.1185812,12771866.5623466,0,2810980.59149485,40484.4072164948,316284.431378866
NRSROT20180221,Rottnest Island,-32,115.41667,2018-02-21T10:05:00Z,2018,2,21,10:05:00,2018-02-21T02:05:00Z,2715442.08743655,265785.956006768,0,1497782.03443814,10475093.5602667,0,1471646.90884095,0,830581.112521151
NRSYON20180220,Yongala,-19.30847,147.61842,2018-02-20T10:30:00Z,2018,2,20,10:30:00,2018-02-20T00:30:00Z,166479158.651361,66785.5017006803,467391.655102041,2791179.82967687,3539631.59013605,0,2171237.24489796,0,0
NRSDAR20180209_0630,Darwin,-12.4,130.76805,2018-02-09T16:00:00Z,2018,2,9,16:00:00,2018-02-09T06:30:00Z,0,0,0,0,0,0,0,0,0
NRSDAR20180209_0330,Darwin,-12.4,130.76805,2018-02-09T13:00:00Z,2018,2,9,13:00:00,2018-02-09T03:30:00Z,0,0,0,0,0,0,0,0,0
NRSDAR20180209_0030,Darwin,-12.4,130.76805,2018-02-09T10:00:00Z,2018,2,9,10:00:00,2018-02-09T00:30:00Z,0,0,0,0,0,0,0,0,0
NRSDAR20180208_2130,Darwin,-12.4,130.76805,2018-02-09T07:00:00Z,2018,2,9,07:00:00,2018-02-08T21:30:00Z,929515635.8125,5196896.71775,26179.9166666667,4797469.72916667,0,0,46046875,0,0
NRSYON20180130,Yongala,-19.30847,147.61842,2018-01-30T10:05:00Z,2018,1,30,10:05:00,2018-01-30T00:05:00Z,733506128.508839,3371655.93434343,7113559.35681818,3313478.34175084,9549352.31949121,0,965554.608585859,0,0
NRSROT20180125,Rottnest Island,-32,115.41667,2018-01-25T10:00:00Z,2018,1,25,10:00:00,2018-01-25T02:00:00Z,77160867.6343149,4767136.26802885,1779762.33964343,9725662.8306891,15846401.4823718,0,7793068.82564103,12586.4983974359,393328.074919872
NRSPHB20180123,Port Hacking,-34.11923,151.22667,2018-01-24T09:41:00Z,2018,1,24,09:41:00,2018-01-23T22:41:00Z,8242697.67515625,4880293.16803125,0,14676461.2833333,11114683.6208333,0,1259632.47,0,306795.8984375
NRSNSI20180123,North Stradbroke,-27.345,153.562,2018-01-23T10:20:00Z,2018,1,23,10:20:00,2018-01-23T00:20:00Z,141223445.302682,0,1574525.638125,1340411.73333333,12908153.3564815,0,4030865.625,0,0
NRSMAI20180116,Maria Island,-42.59667,148.23333,2018-01-17T10:30:00Z,2018,1,17,10:30:00,2018-01-16T23:30:00Z,1493883.39456993,1453892.59983498,0,3364715.4679868,83594288.3663366,0,127475.247524752,0,0
NRSNSI20171219,North Stradbroke,-27.345,153.562,2017-12-19T10:45:00Z,2017,12,19,10:45:00,2017-12-19T00:45:00Z,13420847.0677452,0,1157845.85945399,1880506.8554095,5823641.7256488,0,43882709.8078867,0,0
NRSMAI20171217,Maria Island,-42.59667,148.23333,2017-12-18T09:40:00Z,2017,12,18,09:40:00,2017-12-17T22:40:00Z,1760101.97741667,9246196.78841667,0,2381168.1405,107337658.333333,0,610000,0,0
NRSYON20171215,Yongala,-19.30847,147.61842,2017-12-15T10:44:00Z,2017,12,15,10:44:00,2017-12-15T00:44:00Z,4226822960.35578,261799.166666667,4294160.83125,1357166.88,4843284.58333333,0,11132500,0,0
NRSROT20171214,Rottnest Island,-32,115.41667,2017-12-14T09:37:00Z,2017,12,14,09:37:00,2017-12-14T01:37:00Z,20346458.5476562,2706388.15529167,0,12243442.9802747,11183013.2033333,104719.666666667,1934812.5,0,715857.096354167
NRSPHB20171211,Port Hacking,-34.11923,151.22667,2017-12-12T08:54:00Z,2017,12,12,08:54:00,2017-12-11T21:54:00Z,318506509.090009,14164328.684932,0,9385183187.72313,6077480.65476191,0,12040816.3265306,0,0
NRSYON20171130,Yongala,-19.30847,147.61842,2017-11-30T10:34:00Z,2017,11,30,10:34:00,2017-11-30T00:34:00Z,446020384.890378,1025739.93084192,17648853.4507732,8030217.11941581,27242632.3560997,0,4867451,0,0
NRSKAI20171129,Kangaroo Island,-35.83217,136.44733,2017-11-29T14:50:00Z,2017,11,29,14:50:00,2017-11-29T04:20:00Z,192437472.118651,4545124.4212963,0,72743134.1401058,4706151.68650794,0,3270976.92633598,0,519442.791005291
NRSMAI20171123,Maria Island,-42.59667,148.23333,2017-11-24T09:50:00Z,2017,11,24,09:50:00,2017-11-23T22:50:00Z,8242903.842,33886034.0423125,0,3783163.62245833,20987566.5277778,0,70000,0,0
NRSROT20171123,Rottnest Island,-32,115.41667,2017-11-23T10:05:00Z,2017,11,23,10:05:00,2017-11-23T02:05:00Z,120961646.060547,4255327.28819444,5964112.265625,4305505.46180556,13771726.9965278,0,18322916.6666667,0,0
NRSNSI20171116,North Stradbroke,-27.345,153.562,2017-11-16T10:30:00Z,2017,11,16,10:30:00,2017-11-16T00:30:00Z,257504008.753539,0,0,944173.695372442,3404370.60684161,0,2893852.50702905,0,0
NRSROT20171103,Rottnest Island,-32,115.41667,2017-11-03T09:25:00Z,2017,11,3,09:25:00,2017-11-03T01:25:00Z,207508154.790895,5417918.36995401,0,4434934.06915347,8996420.00936808,0,13907936.1011753,0,522561.57117612
NRSYON20171025,Yongala,-19.30847,147.61842,2017-10-26T09:56:00Z,2017,10,26,09:56:00,2017-10-25T23:56:00Z,613132517.836932,21372807.9681818,6037850.38090909,8502585.56698565,8204710.72567783,0,6955223.86363636,95199.696969697,0
NRSPHB20171024,Port Hacking,-34.11923,151.22667,2017-10-25T09:01:00Z,2017,10,25,09:01:00,2017-10-24T22:01:00Z,3261639532.91869,167977208.029935,0,3994607937.18447,128516702.56877,0,27422501.0800971,0,0
NRSNSI20171023,North Stradbroke,-27.345,153.562,2017-10-23T10:25:00Z,2017,10,23,10:25:00,2017-10-23T00:25:00Z,567235252.025182,864950.950476992,0,8236124.21320988,2049437.92087542,0,17384440.6565657,0,0
NRSMAI20171015,Maria Island,-42.59667,148.23333,2017-10-16T09:50:00Z,2017,10,16,09:50:00,2017-10-15T22:50:00Z,887498355.036926,30549753.3918347,0,745945457.693375,42211030.6865465,0,50272854.5369679,0,0
NRSDAR20171009,Darwin,-12.4,130.76805,2017-10-10T07:57:00Z,2017,10,10,07:57:00,2017-10-09T22:27:00Z,165244492.41,1689422.74739583,15974278.29225,1047196.66666667,0,0,2433447.453125,0,0
NRSNSI20170927,North Stradbroke,-27.345,153.562,2017-09-27T10:40:00Z,2017,9,27,10:40:00,2017-09-27T00:40:00Z,241976967.202797,2919936.85939061,0,22377630.3081918,3073067.14119214,0,508241.758241758,0,0
NRSMAI20170921,Maria Island,-42.59667,148.23333,2017-09-22T09:15:00Z,2017,9,22,09:15:00,2017-09-21T23:15:00Z,3247287.05022222,107284984.341,0,119820731.291778,35472041.7555556,0,1901345.07416667,0,775484.038222222
NRSPHB20170921,Port Hacking,-34.11923,151.22667,2017-09-22T08:48:00Z,2017,9,22,08:48:00,2017-09-21T22:48:00Z,594271214.724375,11590067.2743056,0,8526275.26,17322378.1944444,0,2375000,0,0
NRSROT20170914,Rottnest Island,-32,115.41667,2017-09-14T09:45:00Z,2017,9,14,09:45:00,2017-09-14T01:45:00Z,6212270.81465345,918348.682572115,0,9648205.51955128,45688989.1826923,0,11242708.0849359,0,983320.18729968
NRSKAI20170908,Kangaroo Island,-35.83217,136.44733,2017-09-08T15:00:00Z,2017,9,8,15:00:00,2017-09-08T05:30:00Z,27426113.7395583,8565665.96538462,0,13069517.8599359,6765242.8886218,0,1818873.74038462,0,322648.593169071
NRSYON20170906,Yongala,-19.30847,147.61842,2017-09-06T10:00:00Z,2017,9,6,10:00:00,2017-09-06T00:00:00Z,420135963.775673,6354910.32723064,2891690.79545455,91259406.4009309,11588852.0003961,0,1040151.51515152,52888.7205387205,0
NRSNSI20170829,North Stradbroke,-27.345,153.562,2017-08-29T11:50:00Z,2017,8,29,11:50:00,2017-08-29T01:50:00Z,193427369.051042,0,0,45651212.2342222,32806708.0729167,0,13725666.6666667,0,272707.465277778
NRSPHB20170821,Port Hacking,-34.11923,151.22667,2017-08-22T09:50:00Z,2017,8,22,09:50:00,2017-08-21T23:50:00Z,45646271.8657812,4042198.76827083,0,24547240.2630915,4531219.97666667,0,80000,0,0
NRSYON20170816,Yongala,-19.30847,147.61842,2017-08-16T10:24:00Z,2017,8,16,10:24:00,2017-08-16T00:24:00Z,88966617.6695964,6817686.63194444,0,6194086.47109375,5454149.30555556,0,2430221.89930556,0,0
NRSROT20170802,Rottnest Island,-32,115.41667,2017-08-02T09:33:00Z,2017,8,2,09:33:00,2017-08-02T01:33:00Z,100533508.013356,1561482.98508663,0,4144591.85684818,5475749.89686469,0,841410.426980198,0,303758.315284653
NRSMAI20170801,Maria Island,-42.59667,148.23333,2017-08-01T10:01:00Z,2017,8,1,10:01:00,2017-08-01T00:01:00Z,440409.813084112,2343836.55802181,0,2123404.45594126,37225115.1535381,0,100467.289719626,0,95575.0462422118
NRSYON20170724,Yongala,-19.30847,147.61842,2017-07-24T10:45:00Z,2017,7,24,10:45:00,2017-07-24T00:45:00Z,4921962.12236842,1308995.83333333,0,12870377.7270175,14157823.3552632,0,1142033.05263158,0,107647.683662281
NRSNSI20170717,North Stradbroke,-27.345,153.562,2017-07-17T11:05:00Z,2017,7,17,11:05:00,2017-07-17T01:05:00Z,632977684.628411,132892.978003384,0,2210807.5820643,1162813.55752961,0,725405.139593909,0,0
NRSPHB20170716,Port Hacking,-34.11923,151.22667,2017-07-17T09:42:00Z,2017,7,17,09:42:00,2017-07-16T23:42:00Z,141351311.399373,1270869.74110032,0,5443058.84894822,7656990.19012945,0,8906565.19417476,0,198573.397046926
NRSDAR20170715_0630,Darwin,-12.4,130.76805,2017-07-15T16:00:00Z,2017,7,15,16:00:00,2017-07-15T06:30:00Z,0,0,0,0,0,0,0,0,0
NRSDAR20170715_0330,Darwin,-12.4,130.76805,2017-07-15T13:00:00Z,2017,7,15,13:00:00,2017-07-15T03:30:00Z,0,0,0,0,0,0,0,0,0
NRSDAR20170715_0030,Darwin,-12.4,130.76805,2017-07-15T10:00:00Z,2017,7,15,10:00:00,2017-07-15T00:30:00Z,167913720.049309,4864859.99204355,0,9228170.66599665,0,0,9038081.2388191,0,0
NRSDAR20170714_2130,Darwin,-12.4,130.76805,2017-07-15T07:00:00Z,2017,7,15,07:00:00,2017-07-14T21:30:00Z,0,0,0,0,0,0,0,0,0
NRSYON20170705,Yongala,-19.30847,147.61842,2017-07-05T10:21:00Z,2017,7,5,10:21:00,2017-07-05T00:21:00Z,494188098.340851,0,127103513.409737,22420894.4739404,0,0,1130584.19243986,0,0
NRSNSI20170627,North Stradbroke,-27.345,153.562,2017-06-27T10:20:00Z,2017,6,27,10:20:00,2017-06-27T00:20:00Z,28796942.9489063,2238382.875,0,2346505.93083333,1472620.3125,0,181562.5,0,0
NRSMAI20170626,Maria Island,-42.59667,148.23333,2017-06-27T09:25:00Z,2017,6,27,09:25:00,2017-06-26T23:25:00Z,239179.718666667,1061464.72125,0,452388.96,12828159.1666667,0,5000,0,102265.299479167
NRSROT20170626,Rottnest Island,-32,115.41667,2017-06-26T09:46:00Z,2017,6,26,09:46:00,2017-06-26T01:46:00Z,257228735.826583,4839154.25667476,0,9290297.45716597,32951836.8585298,0,5072208.04368932,0,1687873.87489887
