NRScode,Station,Latitude,Longitude,SampleDateLocal,Year,Month,Day,Time_24hr,Acartia (Acanthacartia) fossae,Acartia (Acanthacartia) pietschmani,Acartia (Acanthacartia) sinjiensis,Acartia (Acanthacartia) tonsa,Acartia (Acartia) danae,Acartia (Acartia) negligens,Acartia (Acartiura) clausi,Acartia (Acartiura) simplex,Acartia (Acartiura) tranteri,Acartia (Odontacartia) australis,Acartia (Odontacartia) pacifica,Acrocalanus gibber,Acrocalanus gracilis,Acrocalanus longicornis,Acrocalanus monachus,Aetideus acutus,Agetus flaccus,Agetus limbatus,Agetus typicus,Amallothrix tenuiserrata,Bestiolina similis,Calanoides carinatus,Calanoides macrocarinatus,Calanoides patagoniensis,Calanopia aurivilli,Calanopia australica,Calanopia elliptica,Calanopia minor,Calanus australis,Calanus Australis,Calocalanus contractus,Calocalanus pavo,Calocalanus plumulosus,Calocalanus styliremis,Calocalanus tenuis,Candacia bipinnata,Candacia bradyi,Candacia catula,Candacia cheirura,Candacia discaudata,Candacia ethiopica,Candacia simplex,Candacia truncata,Candacia worthingtoni,Canthocalanus pauper,Centropages australiensis,Centropages bradyi,Centropages elegans,Centropages elongatus,Centropages furcatus,Centropages gracilis,Centropages orsinii,Clausocalanus arcuicornis,Clausocalanus brevipes,Clausocalanus farrani,Clausocalanus farrani/jobei,Clausocalanus furcatus,Clausocalanus ingens,Clausocalanus jobei,Clausocalanus mastigophorus,Clausocalanus minor,Clausocalanus parapergens,Clausocalanus paululus,Clausocalanus pergens,Clytemnestra farrani,Clytemnestra scutellata,Copilia hendorffi,Copilia mirabilis,Copilia quadrata,Corycaeus clausi,Corycaeus crassiusculus,Corycaeus speciosus,Corycaeus vitreus,Cosmocalanus darwinii,Ctenocalanus citer,Ctenocalanus vanus,Delibus nudus,Dioithona oculata,Dioithona rigida,Ditrichocorycaeus andrewsi,Ditrichocorycaeus anglicus,Ditrichocorycaeus asiaticus,Ditrichocorycaeus aucklandicus,Ditrichocorycaeus dahli,Ditrichocorycaeus erythraeus,Ditrichocorycaeus lubbocki,Ditrichocorycaeus minimus,Ditrichocorycaeus subtilis,Eucalanus elongatus,Eucalanus hyalinus,Euchaeta acuta,Euchaeta concinna,Euchaeta indica,Euchaeta longicornis,Euchaeta marina,Euchaeta marinella,Euchaeta rimana,Euchirella rostrata,Euchirella rostromagna,Euterpina acutifrons,Farranula carinata,Farranula concinna,Farranula curta,Farranula gibbula,Farranula gracilis,Farranula rostrata,Gladioferens inermis,Haloptilus longicornis,Heterorhabdus lobatus,Heterorhabdus papilliger,Labidocera acuta,Labidocera cervi,Labidocera farrani,Labidocera minuta,Labidocera pavo,Labidocera tasmanica,Lubbockia squillimana,Lucicutia flavicornis,Lucicutia gaussae,Macrosetella gracilis,Mecynocera clausi,Mesocalanus tenuicornis,Metacalanus aurivillii,Metridia lucens,Microsetella norvegica,Microsetella rosea,Nannocalanus minor,Neocalanus gracilis,Neocalanus tonsus,Oculosetella gracilis,Oithona atlantica,Oithona attenuata,Oithona australis,Oithona brevicornis,Oithona decipiens,Oithona decipiens/similis,Oithona fallax,Oithona longispina,Oithona nana,Oithona plumifera,Oithona robusta,Oithona setigera,Oithona similis,Oithona simplex,Oithona tenuis,Oncaea atlantica,Oncaea clevei,Oncaea media,Oncaea mediterranea,Oncaea minima,Oncaea paraclevei,Oncaea scottodicarloi,Oncaea venusta,Oncaea vodjanitskii,Oncaea waldemari,Oncaea zernovi,Onychocorycaeus agilis,Onychocorycaeus catus,Onychocorycaeus giesbrechti,Onychocorycaeus latus,Onychocorycaeus ovalis,Onychocorycaeus pacificus,Onychocorycaeus pumilus,Paracalanus aculeatus,Paracalanus denudatus,Paracalanus indicus,Paracalanus nanus,Paracalanus parvus,Pareucalanus attenuatus,Pareucalanus sewelli,Parundinella dakini,Parvocalanus crassirostris,Phaenna spinifera,Pleuromamma abdominalis,Pleuromamma borealis,Pleuromamma gracilis,Pleuromamma piseki,Pleuromamma quadrungulata,Pontella aculeata,Pontellopsis krameri,Pontellopsis macronyx,Pseudodiaptomus aurivillii,Pseudodiaptomus mertoni,Rhincalanus cornutus,Rhincalanus nasutus,Rhincalanus rostrifrons,Sapphirina angusta,Sapphirina nigromaculata,Sapphirina opalina,Sapphirina ovatolanceolata/,Sapphirina scarlata,Sapphirina stellata,Scaphocalanus curtus,Scaphocalanus echinatus,Scolecithricella dentata,Scolecithricella longifurca,Scolecithricella minor,Scolecithrix bradyi,Scolecithrix danae,Scolecitrichopsis ctenopus,Stephos maculosus,Subeucalanus crassus,Subeucalanus longiceps,Subeucalanus monachus,Subeucalanus mucronatus,Subeucalanus pileatus,Subeucalanus subcrassus,Subeucalanus subtenuis,Temora discaudata,Temora stylifera,Temora turbinata,Temoropia mayumbaensis,Tortanus (Tortanus) barbatus,Tortanus (Tortanus) gracilis,Triconia conifera,Triconia denticula,Triconia dentipes,Triconia umerus,Undinula vulgaris,Urocorycaeus furcifer,Urocorycaeus lautus,Urocorycaeus longistylis
NRSPHB20160201,Port Hacking,-34.11923,151.22667,2016-02-02 10:52:00,2016,2,2,10:52:00,0,0,0,0,3.5363,0,0,0,7.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5363,0,0,0,3.5363,0,0,0,0,7.0726,0,3.5363,0,0,0,0,0,0,0,0,0,0,0,7.0726,3.5363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.218,0,0,0,0,35.3632,0,3.5363,0,0,0,7.0726,0,0,0,0,38.8995,0,0,42.4358,3.5363,0,0,0,3.5363,0,0,3.5363,3.5363,0,0,0,3.5363,7.0726,0,0,63.6537,0,0,0,0,0,3.5363,0,7.0726,0,7.0726,0,0,0,0,0,7.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5363,0,0,0,0,0,0,0,0,0,0,0,24.7542,0,0,0,0,3.5363,0,0,0,0,0,0
NRSDAR20160202_0030,Darwin,-12.4,130.76805,2016-02-02 10:00:00,2016,2,2,10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSDAR20160201_2130,Darwin,-12.4,130.76805,2016-02-02 07:00:00,2016,2,2,07:00:00,0,0,0,0,0,0,0,0,0,0,0,13.6012,0,0,0,0,0,0,0,0,13.6012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.8037,0,0,0,0,0,13.6012,0,0,0,0,0,0,0,0,0,0,0,0,0,108.8098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2024,0,0,0,0,0,0,68.0061,0,0,0,0,0,0,108.8098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2024,0,0,0,0,0,380.8342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSYON20160122,Yongala,-19.30847,147.61842,2016-01-22 10:39:00,2016,1,22,10:39:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6012,0,0,0,0,0,6.8006,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.6043,0,0,0,0,0,0,353.6318,13.6012,0,0,0,47.6043,0,0,13.6012,0,0,0,0,0,0,0,0,0,0,6.8006,6.8006,0,0,13.6012,0,6.8006,0,20.4018,0,0,0,0,0,190.4171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSNSI20160120,North Stradbroke,-27.345,153.562,2016-01-20 10:30:00,2016,1,20,10:30:00,0,0,0,0,0,0,0,0,0,0,0,0,12.8593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8594,0,0,0,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.289,0,0,0,0,38.578,0,0,0,0,0,0,0,0,0,0,25.7187,0,0,45.0077,19.289,0,0,6.4297,6.4297,6.4297,0,0,19.289,0,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,6.4297,0,6.4297,0,0,0,0,0,12.8593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSMAI20151216,Maria Island,-42.59667,148.23333,2015-12-17 09:35:00,2015,12,17,09:35:00,0,0,0,0,0,0,0,0,2.3575,0,0,0,2.3575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1453,0,0,0,0,7.0726,0,0,0,0,0,0,0,0,0,0,0,0,7.0725,0,0,0,0,0,0,0,0,0,2.3575,0,2.3575,0,0,0,0,4.7151,0,0,0,0,0,0,0,0,0,0,0,66.0113,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0726,0,0,2.3575,0,0,0,0,0,0,0,0,0,0,0,0,2.3575,0,0,2.3575,11.7877,11.7877,0,0,0,66.0113,0,0,0,0,18.8604,0,7.0726,0,0,0,0,0,0,0,0,0,0,2.3575,0,0,0,4.7151,0,0,0,0,0,0,0,0,0,0,0,0,11.7877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSNSI20151216,North Stradbroke,-27.345,153.562,2015-12-16 10:30:00,2015,12,16,10:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4297,0,0,0,0,0,0,12.8593,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4297,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4297,6.4297,0,0,0,25.7187,6.4297,0,0,0,0,0,0,0,0,0,6.4297,0,0,19.289,0,0,0,0,19.289,0,0,6.4297,6.4297,0,0,0,0,6.4297,0,0,0,6.4297,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,19.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0077,0,0,0,0,0,0,0,0,0,0,0
NRSROT20151215,Rottnest Island,-32,115.41667,2015-12-15 08:22:00,2015,12,15,08:22:00,0,0,0,15.717,0,0,0,0,3.9292,0,0,0,0,0,0,0,0,0,0,0,3.9292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0,62.8679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7877,7.8585,0,0,0,0,11.7877,3.9292,0,0,0,27.5047,0,0,11.7877,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9292,0,0,0,3.9292,0,0,0,0,0,0,0
NRSYON20151203,Yongala,-19.30847,147.61842,2015-12-03 11:00:00,2015,12,3,11:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1417,0,0,0,0,0.1417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSMAI20151118,Maria Island,-42.59667,148.23333,2015-11-19 10:45:00,2015,11,19,10:45:00,0,0,0,0,16.5028,0,0,0,2.3576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5363,0,0,0,0,1.1788,0,1.1788,0,0,0,0,0,0,0,0,0,4.7151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5363,0,0,0,0,9.4302,0,0,0,0,37.7207,0,0,0,0,0,0,0,0,0,0,0,2.3575,0,0,0,0,0,0,0,3.5363,0,0,0,0,0,0,0,0,0,7.0727,0,0,0,0,0,0,0,1.1788,0,0,1.1788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1788,0,0,0,0,0,0,0,0,1.1788,0,0,0,0,0,0,0,0,0,0,0
NRSNSI20151119,North Stradbroke,-27.345,153.562,2015-11-19 10:24:00,2015,11,19,10:24:00,0,0,0,0,0,0,0,0,0,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8593,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8593,0,0,0,0,32.1484,0,6.4297,0,0,0,6.4297,0,0,0,0,12.8593,0,0,192.8901,45.0077,0,0,0,51.4374,0,0,19.289,6.4297,0,0,0,0,12.8593,0,6.4297,0,0,0,0,0,0,0,0,6.4297,0,109.3044,0,0,0,0,0,19.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4297,0,12.8594,0,0,0,0,0,0,0,0,0,0,0
NRSDAR20151117,Darwin,-12.4,130.76805,2015-11-18 08:16:00,2015,11,18,08:16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3207,0,8.3207,0,0,0,0,0,0,0,0,0,0,0,0,0,124.8112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.5659,0,0,0,0,0,0,66.566,0,16.6415,0,0,0,0,16.6415,0,0,0,0,58.2452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3207,0,0,0,0,0,0,0,440.9996,0,0,0,0,0,0,0,0,0,24.9622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSKAI20151116,Kangaroo Island,-35.83217,136.44733,2015-11-17 09:50:00,2015,11,17,09:50:00,0,0,0,0,0,0,0,0,7.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.8269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6816,0,0,0,0,0,0,0,0,0,3.5363,0,0,0,0,0,0,0,0,0,0,0,0,0,35.3631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6816,0,0,0,0,0,7.0726,0,0,0,0,99.0169,0,0,0,0,0,0,0,0,0,0,0,17.6816,0,0,0,0,0,0,3.5363,10.609,0,0,0,0,0,0,0,0,0,10.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSPHB20151115,Port Hacking,-34.11923,151.22667,2015-11-16 09:33:00,2015,11,16,09:33:00,0,0,0,0,1.7682,0,0,0,1.7682,0,0,0,1.7682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7682,0,1.7682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7682,0,0,0,0,0,0,1.7682,0,1.7682,0,0,0,0,0,0,3.5363,0,19.4497,0,0,7.0726,3.5363,0,0,0,3.5363,1.7682,0,1.7682,0,0,0,0,0,5.3045,0,0,10.609,0,0,0,0,0,0,0,7.0727,0,1.7682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7682,0,0,0
NRSYON20151111,Yongala,-19.30847,147.61842,2015-11-11 10:45:00,2015,11,11,10:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6012,0,0,0,0,0,0,0,13.6012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.8037,0,13.6012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2024,0,0,0,0,40.8036,0,0,0,0,0,0,13.6012,0,0,0,0,0,0,0,204.0183,0,0,0,27.2024,0,0,27.2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.2086,0,0,0,0,0,0,0,68.0061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.8036,0,0,0,0,0,0,0,0
NRSNSI20151027,North Stradbroke,-27.345,153.562,2015-10-27 10:50:00,2015,10,27,10:50:00,0,0,0,0,0,0,0,0,3.2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2148,0,0,0,0,0,3.2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2148,0,0,0,0,0,0,0,3.2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0741,0,9.6445,0,3.2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4297,0,0,0,0,6.4296,0,0,0,0,0,3.2148,0,0,3.2148,0,22.5038,0,0,16.0742,0,0,3.2148,0,0,0,0,3.2148,6.4297,0,0,0,0,9.6445,0,0,6.4297,0,0,0,0,0,0,0,3.2148,0,3.2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSYON20151027,Yongala,-19.30847,147.61842,2015-10-27 10:10:00,2015,10,27,10:10:00,0,0,0,0,0,0,0,0,0,0,10.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3215,0,0,0,0,0,0,0,0,0,0,21.762,0,0,32.6429,10.881,0,0,0,38.0834,0,0,0,0,0,0,0,0,0,0,0,0,0,10.881,0,0,0,0,0,0,0,27.2025,0,0,0,0,0,48.9644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSROT20151022,Rottnest Island,-32,115.41667,2015-10-22 09:36:00,2015,10,22,09:36:00,94.3018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,94.3018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,62.8679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,62.8679,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0094,0,0,0,0,0,7.8585,15.717,0,0,0,0,0,0,55.0094,23.5755,0,0,0,55.0094,0,0,0,39.2924,0,0,0,39.2924,0,0,0,0,0,0,0,0,0,0,0,0,0,39.2924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.2925,0,0,0,0,0,0,0,0,0,0,0
NRSPHB20151013,Port Hacking,-34.11923,151.22667,2015-10-14 09:42:00,2015,10,14,09:42:00,0,0,0,0,10.6089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5363,0,0,0,0,0,0,3.5363,0,0,0,0,0,0,0,0,0,0,0,0,3.5363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.8269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5363,0,0,0,0,0,3.5363,0,0,0,14.1453,0,0,0,0,10.609,0,0,14.1453,0,0,0,0,0,0,0,0,3.5363,0,0,0,0,0,0,0,17.6816,0,0,0,0,0,0,0,0,0,3.5363,0,0,0,0,0,3.5363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0726,0,0,0,0,0,0,0,0,0,0,0
NRSMAI20151001,Maria Island,-42.59667,148.23333,2015-10-01 11:05:00,2015,10,1,11:05:00,0,0,0,0,0,0,0,0,14.1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.7489,0,0,0,0,4.7151,0,0,0,0,0,0,0,0,0,0,0,9.4302,0,0,0,0,0,0,0,0,0,0,0,0,9.4302,0,0,0,0,28.2905,0,4.7151,0,0,0,0,0,0,0,0,0,4.7151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7151,0,0,0,0,0,0,0,0,0,0,0,0,42.4358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.3131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSROT20150924,Rottnest Island,-32,115.41667,2015-09-24 10:08:00,2015,9,24,10:08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5755,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,7.8585,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,31.434,0,0,0,0,0,0,0,0,0,0,0,0,47.1509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.1603,0,0,0,0,0,0,0,0,0,0,0
